event_cause,zone,junction,police_station,veh_type,latitude,longitude,duration_minutes,requires_road_closure
vehicle_breakdown,Unknown,Unknown,Wilson Garden,bmtc_bus,12.9483928,77.5937297,61,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,private_car,12.9650934,77.586316,179,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,ksrtc_bus,13.0298275,77.539851,119,0
tree_fall,Unknown,Unknown,Cubbon Park,Unknown,12.9831519,77.5883979,21,1
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,private_car,12.9573329,77.5520376,152,0
vehicle_breakdown,Unknown,Unknown,Sheshadripuram,bmtc_bus,12.9877328,77.5722905,16,0
vehicle_breakdown,Unknown,Unknown,Sheshadripuram,bmtc_bus,12.9870566,77.5723588,5,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,others,12.9879975,77.512117,16,0
vehicle_breakdown,Unknown,Unknown,Sheshadripuram,bmtc_bus,12.9928164,77.5714316,50,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,heavy_vehicle,13.0195477,77.7085971,43,0
vehicle_breakdown,Unknown,Unknown,Shivajinagar,private_car,12.9754723,77.6139912,169,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,heavy_vehicle,13.0313911,77.5358465,66,0
vehicle_breakdown,Unknown,Unknown,Banashankari,heavy_vehicle,12.9275416,77.54690343,161,0
vehicle_breakdown,Unknown,Unknown,Madiwala,bmtc_bus,12.9308745,77.6141869,142,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,private_bus,12.9806936,77.5706825,36,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,private_car,12.9573227,77.5521473,146,0
accident,Unknown,Unknown,No Police Station,Unknown,13.056975,77.473185,66,1
vehicle_breakdown,Unknown,Unknown,Electronic City,private_car,12.8798214,77.6457344,153,0
vehicle_breakdown,Unknown,Unknown,J.P. Nagar,ksrtc_bus,12.9060249,77.5734258,156,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,heavy_vehicle,12.9562658,77.547529,162,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,truck,13.0984321,77.5986965,118,0
tree_fall,Unknown,Unknown,High ground,Unknown,12.9863058,77.5890147,1443,0
accident,Unknown,Unknown,K.R. Pura,Unknown,13.0404287,77.7413915,79,0
vehicle_breakdown,Unknown,Unknown,High ground,heavy_vehicle,12.9865858,77.5889172,5,0
vehicle_breakdown,Unknown,Unknown,Peenya,lcv,13.0348153,77.5295849,43,0
vehicle_breakdown,Unknown,Unknown,R.T. Nagar,lcv,13.0272048,77.5858748,141,0
vehicle_breakdown,Unknown,Unknown,Chikkabanavara,bmtc_bus,13.0641223,77.5050987,143,0
public_event,Unknown,Unknown,Banaswadi,Unknown,13.01495345,77.65422187,4290,1
vehicle_breakdown,Unknown,Unknown,Hebbala,lcv,13.034997,77.5889459,152,0
congestion,Unknown,Unknown,J.P. Nagar,Unknown,12.9020853,77.6010679,151,0
vehicle_breakdown,Unknown,Unknown,K.S. Layout,heavy_vehicle,12.9061564,77.5732877,134,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,private_bus,12.9532425,77.5382008,12,0
vehicle_breakdown,Unknown,Unknown,Magadi Road,heavy_vehicle,12.9575199,77.5518744,139,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,private_car,13.0402335,77.544252,16,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,private_car,13.0728983,77.59279,168,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,heavy_vehicle,12.9440233,77.5270286,156,0
vehicle_breakdown,Unknown,Unknown,Magadi Road,heavy_vehicle,12.9575083,77.5518509,137,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,others,12.9914079,77.6566002,128,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,others,12.9906501,77.6561562,125,0
vehicle_breakdown,Unknown,Unknown,Sheshadripuram,private_bus,12.982207,77.5669262,168,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,private_car,13.0197719,77.7086475,14,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,bmtc_bus,12.9605311,77.5569164,128,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,bmtc_bus,13.0976588,77.5989724,141,0
congestion,Unknown,Unknown,Hennuru,Unknown,13.0412739,77.6176409,73,0
vehicle_breakdown,Unknown,Unknown,Electronic City,truck,12.8304088,77.6810331,66,0
vehicle_breakdown,Unknown,Unknown,K.G. Halli,lcv,13.0391412,77.6237299,14,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,truck,13.0004981,77.5839985,177,0
vehicle_breakdown,Unknown,Unknown,High ground,private_car,12.9932072,77.5850028,5,1
vehicle_breakdown,Unknown,Unknown,Banashankari,bmtc_bus,12.913892,77.5671955,82,0
vehicle_breakdown,Unknown,Unknown,Magadi Road,private_bus,12.9821926,77.5674075,172,0
vehicle_breakdown,Unknown,Unknown,High ground,taxi,12.9863048,77.5886954,127,0
vehicle_breakdown,Unknown,Unknown,Magadi Road,private_bus,12.979913,77.5642518,16,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,lcv,12.9996581,77.5838823,125,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,heavy_vehicle,13.0391723,77.7399836,3,0
accident,Unknown,Unknown,Jalahalli,Unknown,13.0398967,77.5444783,9,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,heavy_vehicle,13.0390181,77.7400752,123,0
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,bmtc_bus,12.9794789,77.5105977,153,1
vehicle_breakdown,Unknown,Unknown,Kodigehalli,others,13.0252361,77.5848655,155,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,bmtc_bus,12.9620957,77.5636074,94,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,lcv,12.9628603,77.7014433,175,0
vehicle_breakdown,Unknown,Unknown,K.S. Layout,bmtc_bus,12.9137902,77.5674728,122,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,others,13.0189117,77.5839803,21,0
vehicle_breakdown,Unknown,Unknown,Jayanagara,bmtc_bus,12.9233078,77.5762663,162,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,lcv,12.947922,77.5345219,175,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,truck,13.0395514,77.5455174,155,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,truck,13.0405567,77.54633,152,0
accident,Unknown,Unknown,Sadashivanagar,Unknown,13.0227369,77.58459,112,0
vehicle_breakdown,Unknown,Unknown,R.T. Nagar,others,13.0189335,77.5840235,134,0
vehicle_breakdown,Unknown,Unknown,J.P. Nagar,bmtc_bus,12.9061681,77.5856637,167,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,heavy_vehicle,13.040034,77.5438675,108,0
vehicle_breakdown,Unknown,Unknown,Halasur,bmtc_bus,12.9614517,77.6317933,170,0
vehicle_breakdown,Unknown,Unknown,Sheshadripuram,heavy_vehicle,12.9871723,77.5744464,124,0
congestion,Unknown,Unknown,Hennuru,Unknown,13.0413024,77.6214845,138,0
vehicle_breakdown,Unknown,Unknown,Whitefield,bmtc_bus,12.983625,77.7523193,158,0
accident,Unknown,Unknown,Sadashivanagar,Unknown,13.0227369,77.58459,112,0
congestion,Unknown,Unknown,Kodigehalli,Unknown,13.0445883,77.5828867,171,0
vehicle_breakdown,Unknown,Unknown,Vijayanagara,private_car,12.9994223,77.5411015,38,0
vehicle_breakdown,Unknown,Unknown,Chikkajala,others,13.149579,77.6173799,166,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,bmtc_bus,12.9473062,77.5315111,141,0
vehicle_breakdown,Unknown,Unknown,Mico Layout,private_car,12.9278187,77.600452,28,0
vehicle_breakdown,Unknown,Unknown,Jayanagara,bmtc_bus,12.9167352,77.5952446,112,0
public_event,Unknown,Unknown,Electronic City,Unknown,12.87032563,77.65862134,330,1
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,auto,12.9597234,77.5194577,134,1
vehicle_breakdown,Unknown,Unknown,Jayanagara,bmtc_bus,12.9233554,77.5763168,166,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,lcv,13.03653,77.5889783,147,0
vehicle_breakdown,Unknown,Unknown,Electronic City,others,12.8545526,77.6655761,144,0
vehicle_breakdown,Unknown,Unknown,Chikkabanavara,private_car,13.0450748,77.508345,170,0
vehicle_breakdown,Unknown,Unknown,Ashok Nagar,private_car,12.9668569,77.6106922,149,0
vehicle_breakdown,Unknown,Unknown,Mahadevapura,heavy_vehicle,12.9883409,77.7298618,126,1
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9635794,77.5845525,39,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,heavy_vehicle,13.0489105,77.5500282,148,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,private_car,13.0597983,77.5932733,129,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,others,13.0192054,77.7080819,10,0
vehicle_breakdown,Unknown,Unknown,Jeevanbheemanagar,bmtc_bus,12.973688,77.6410815,146,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,bmtc_bus,12.9572593,77.7009657,137,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,others,13.0449557,77.7482787,15,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,lcv,13.0237833,77.715905,337,0
vehicle_breakdown,Unknown,Unknown,Jayanagara,lcv,12.9171587,77.5873127,176,0
accident,Unknown,Unknown,K.R. Pura,Unknown,13.0167508,77.7036194,46,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,heavy_vehicle,13.0782574,77.5926794,176,0
accident,Unknown,Unknown,Banaswadi,Unknown,12.9862133,77.6461867,104,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,bmtc_bus,12.9682954,77.6607108,137,0
accident,Unknown,Unknown,K.G. Halli,Unknown,13.0192626,77.6191858,109,0
vehicle_breakdown,Unknown,Unknown,Vijayanagara,bmtc_bus,12.9738909,77.5433266,152,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.972293,77.5821863,127,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,ksrtc_bus,13.0284816,77.5405868,123,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,lcv,12.9861828,77.646009,168,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9636634,77.5844901,57,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,truck,13.0414567,77.546055,13,0
vehicle_breakdown,Unknown,Unknown,Wilson Garden,bmtc_bus,12.9448632,77.596977,145,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,bmtc_bus,12.9455401,77.5280853,13,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,heavy_vehicle,13.0303304,77.5372822,61,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,truck,13.0406183,77.5467,126,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,others,12.9881198,77.5104661,162,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,others,12.9906595,77.6562986,144,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,private_car,12.9858672,77.5265477,120,0
vehicle_breakdown,Unknown,Unknown,Shivajinagar,bmtc_bus,12.9843032,77.6029397,56,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,bmtc_bus,13.0423323,77.5489953,25,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,private_bus,12.9314436,77.6861075,133,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,bmtc_bus,12.9889559,77.5078589,53,0
vehicle_breakdown,Unknown,Unknown,Hennuru,heavy_vehicle,13.0446549,77.6434811,27,0
vip_movement,Unknown,Unknown,HAL Old Airport,Unknown,12.95876021,77.66366888,600,1
vehicle_breakdown,Unknown,Unknown,Jayanagara,private_car,12.9171178,77.5851136,27,0
vehicle_breakdown,Unknown,Unknown,Jeevanbheemanagar,bmtc_bus,12.9829216,77.6378449,122,0
vehicle_breakdown,Unknown,Unknown,Bellandur,lcv,12.9233433,77.655885,130,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,heavy_vehicle,12.95410975,77.54372584,52,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,lcv,13.03115,77.5872166,134,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,heavy_vehicle,12.9537342,77.5426696,68,0
procession,Unknown,Unknown,V.V.Puram (C.Pet),Unknown,12.9510377,77.5747268,31,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,ksrtc_bus,13.0269436,77.5435876,167,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,heavy_vehicle,13.044349,77.562629,123,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,heavy_vehicle,13.0394834,77.5896122,160,0
vehicle_breakdown,Unknown,Unknown,Adugodi,bmtc_bus,12.9276546,77.6209382,132,0
vehicle_breakdown,Unknown,Unknown,Sheshadripuram,bmtc_bus,12.9919839,77.5753274,44,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,bmtc_bus,12.9560609,77.5462605,170,0
vehicle_breakdown,Unknown,Unknown,K.S. Layout,bmtc_bus,12.9115311,77.5531343,6,0
vehicle_breakdown,Unknown,Unknown,Shivajinagar,others,12.9809837,77.6111124,13,0
vehicle_breakdown,Unknown,Unknown,Ashok Nagar,bmtc_bus,12.9666907,77.6093903,165,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,bmtc_bus,12.9682253,77.5679771,160,0
vehicle_breakdown,Unknown,Unknown,Pulikeshinagar(F.Town),bmtc_bus,13.0012616,77.6190522,44241,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,truck,13.0417472,77.5470996,127,0
vehicle_breakdown,Unknown,Unknown,Peenya,lcv,13.0395592,77.519242,124,0
congestion,Unknown,Unknown,Kodigehalli,Unknown,13.0444623,77.5821031,166,0
vehicle_breakdown,Unknown,Unknown,Ashok Nagar,bmtc_bus,12.971819,77.6067273,166,0
vehicle_breakdown,Unknown,Unknown,Rajajinagar,heavy_vehicle,13.0096217,77.5271817,133,0
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,private_car,12.9767271,77.5139048,21,0
vehicle_breakdown,Unknown,Unknown,K.S. Layout,bmtc_bus,12.9114369,77.5534029,175,0
vehicle_breakdown,Unknown,Unknown,Rajajinagar,heavy_vehicle,13.0022687,77.5259577,152,0
vehicle_breakdown,Unknown,Unknown,J.P. Nagar,heavy_vehicle,12.9063191,77.5869003,54,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,heavy_vehicle,12.988752,77.5105533,123,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,private_bus,13.0079964,77.6922572,147,0
vehicle_breakdown,Unknown,Unknown,High ground,bmtc_bus,12.9928216,77.5834901,28,0
vehicle_breakdown,Unknown,Unknown,Bellandur,lcv,12.9139817,77.6778533,124,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,private_bus,13.0013441,77.6787302,152,0
vip_movement,Unknown,Unknown,Thalagattapura,Unknown,12.88601305,77.50546757,314,1
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,lcv,13.032588,77.5334587,130,0
vehicle_breakdown,Unknown,Unknown,J.P. Nagar,bmtc_bus,12.90458,77.6016321,150,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,private_car,13.0405969,77.5893434,178,0
vehicle_breakdown,Unknown,Unknown,Hennuru,truck,13.0251683,77.6597733,38,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,others,13.0429073,77.5903872,135,0
vehicle_breakdown,Unknown,Unknown,Madiwala,bmtc_bus,12.919975,77.6200246,70,0
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,lcv,12.9507688,77.6995792,64,0
vehicle_breakdown,Unknown,Unknown,Cubbon Park,private_car,12.9760811,77.5881658,180,0
vehicle_breakdown,Unknown,Unknown,Mico Layout,lcv,12.9128853,77.6003295,131,0
vehicle_breakdown,Unknown,Unknown,HSR Layout,private_bus,12.9084083,77.6282267,124,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,others,13.0409777,77.5453239,165,0
vehicle_breakdown,Unknown,Unknown,Cubbon Park,others,12.9754646,77.6130964,12,0
vehicle_breakdown,Unknown,Unknown,Electronic City,bmtc_bus,12.8701487,77.6533914,19,0
vehicle_breakdown,Unknown,Unknown,Jeevanbheemanagar,lcv,12.9823019,77.6333868,5,0
vehicle_breakdown,Unknown,Unknown,Banashankari,bmtc_bus,12.9170192,77.5734491,171,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,bmtc_bus,12.9581664,77.5541415,162,0
congestion,Unknown,Unknown,Kodigehalli,Unknown,13.0444469,77.5829371,140,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,private_car,13.0403449,77.5442776,135,0
vehicle_breakdown,Unknown,Unknown,Whitefield,lcv,12.96984981,77.74995681,158,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,bmtc_bus,12.9531858,77.5418331,77,0
vehicle_breakdown,Unknown,Unknown,Halasur,truck,12.9610365,77.6383557,70,0
vehicle_breakdown,Unknown,Unknown,Shivajinagar,others,12.9759083,77.6126967,170,0
vehicle_breakdown,Unknown,Unknown,Bellandur,bmtc_bus,12.9224,77.6582723,163,0
vip_movement,Unknown,Unknown,Hulimavu,Unknown,12.84974901,77.58841351,300,1
vehicle_breakdown,Unknown,Unknown,No Police Station,private_bus,12.8016982,77.7102952,179,0
vehicle_breakdown,Unknown,Unknown,No Police Station,private_bus,12.8020944,77.7091929,121,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,heavy_vehicle,12.9528091,77.5374448,35,0
accident,Unknown,Unknown,Chikkajala,Unknown,13.1330567,77.695735,52,0
vip_movement,Unknown,Unknown,No Police Station,Unknown,12.8558344,77.52546483,300,1
accident,Unknown,Unknown,Electronic City,Unknown,12.8642767,77.6578583,112,0
vehicle_breakdown,Unknown,Unknown,Cubbon Park,bmtc_bus,12.9769148,77.5892897,147,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,heavy_vehicle,13.0347162,77.5340129,125,0
vehicle_breakdown,Unknown,Unknown,Upparpet,bmtc_bus,12.9735163,77.5797975,33,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,private_car,13.0288936,77.5401833,65,0
vehicle_breakdown,Unknown,Unknown,Madiwala,truck,12.9234922,77.61877,35,0
congestion,Unknown,Unknown,Hennuru,Unknown,13.0413786,77.621576,108,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9671821,77.5944014,126,1
vehicle_breakdown,Unknown,Unknown,No Police Station,heavy_vehicle,13.0773066,77.4310221,145,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9700189,77.587367,143,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9700189,77.587367,2,0
vehicle_breakdown,Unknown,Unknown,Ashok Nagar,bmtc_bus,12.9662158,77.6066903,57,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,bmtc_bus,12.9616217,77.5605746,177,0
vehicle_breakdown,Unknown,Unknown,Mico Layout,private_car,12.8906153,77.598287,62,0
vehicle_breakdown,Unknown,Unknown,No Police Station,heavy_vehicle,13.0755,77.4322525,159,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9672067,77.5942167,176,0
vehicle_breakdown,Unknown,Unknown,Electronic City,truck,12.8387034,77.677288,144,1
vehicle_breakdown,Unknown,Unknown,High ground,heavy_vehicle,12.9895692,77.5929043,133,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,private_bus,13.0425383,77.5875,136,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.9670049,77.5880678,10,0
vehicle_breakdown,Unknown,Unknown,High ground,heavy_vehicle,12.9873679,77.5880617,95,0
vehicle_breakdown,Unknown,Unknown,Chikkajala,others,13.1405683,77.6175583,37,0
vehicle_breakdown,Unknown,Unknown,Ashok Nagar,bmtc_bus,12.9661525,77.606514,136,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,lcv,13.0429419,77.5510705,176,0
vehicle_breakdown,Unknown,Unknown,Jalahalli,heavy_vehicle,13.042595,77.5500417,128,0
vehicle_breakdown,Unknown,Unknown,Upparpet,bmtc_bus,12.9743893,77.578041,123,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,truck,13.0324115,77.5408009,176,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,heavy_vehicle,12.9698083,77.5870921,13,1
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,others,12.9899532,77.5027422,30,0
vip_movement,Unknown,Unknown,Kengeri,Unknown,12.90516945,77.4710541,300,1
vehicle_breakdown,Unknown,Unknown,Yelahanka,lcv,13.0816411,77.548486,150,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,lcv,12.9982874,77.584033,24,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,bmtc_bus,13.0187546,77.5575815,51,0
vehicle_breakdown,Unknown,Unknown,Peenya,lcv,13.0391447,77.5200292,29,0
vehicle_breakdown,Unknown,Unknown,K.R. Pura,others,13.0065301,77.6875972,1204,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,truck,12.9899396,77.5027743,139,0
vip_movement,Unknown,Unknown,Thalagattapura,Unknown,12.88032054,77.49681914,319,1
procession,Unknown,Unknown,Kamakshipalya,Unknown,12.9892555,77.5008041,130,0
vehicle_breakdown,Unknown,Unknown,Chikkajala,truck,13.1824777,77.6396999,153,0
congestion,Unknown,Unknown,Whitefield,Unknown,12.938803,77.7474107,126,0
vehicle_breakdown,Unknown,Unknown,Cubbon Park,private_car,12.9832629,77.5970564,15,0
vehicle_breakdown,Unknown,Unknown,J.P. Nagar,heavy_vehicle,12.8800628,77.5956054,140,0
vehicle_breakdown,Unknown,Unknown,J.P. Nagar,heavy_vehicle,12.8800913,77.595619,137,0
accident,Unknown,Unknown,Hebbala,Unknown,13.0434302,77.6083468,119,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,truck,13.0460978,77.5652014,129,0
public_event,Unknown,Unknown,Cubbon Park,Unknown,12.97888794,77.59952643,720,0
vehicle_breakdown,Unknown,Unknown,Electronic City,heavy_vehicle,12.8779683,77.6468617,89,0
vehicle_breakdown,Unknown,Unknown,Ashok Nagar,others,12.9663203,77.6067507,86,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,private_bus,13.0497262,77.5925855,171,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,bmtc_bus,12.9455071,77.5280189,159,1
vehicle_breakdown,Unknown,Unknown,Mico Layout,bmtc_bus,12.9358567,77.6074868,159,0
vehicle_breakdown,Unknown,Unknown,Byatarayanapura,bmtc_bus,12.9525136,77.5414564,169,0
vehicle_breakdown,Unknown,Unknown,K.G. Halli,others,13.038477,77.6254178,165,0
vehicle_breakdown,Unknown,Unknown,Hulimavu,heavy_vehicle,12.8778777,77.6459877,179,0
accident,Unknown,Unknown,V.V.Puram (C.Pet),Unknown,12.959984,77.5719862,32,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,heavy_vehicle,13.0065695,77.5785283,17,0
congestion,Unknown,Unknown,Whitefield,Unknown,12.9387798,77.7473658,176,0
vehicle_breakdown,Unknown,Unknown,Banaswadi,others,13.0126147,77.6258667,155,0
protest,Unknown,Unknown,Yeshwanthpura,Unknown,13.03203291,77.53807068,396,0
vehicle_breakdown,Unknown,Unknown,Kodigehalli,truck,13.0683114,77.5927336,130,0
vip_movement,Unknown,Unknown,Kengeri,Unknown,12.90407078,77.47050641,312,1
vehicle_breakdown,Unknown,Unknown,Yelahanka,heavy_vehicle,13.0961315,77.5982632,127,0
vehicle_breakdown,Unknown,Unknown,Kengeri,ksrtc_bus,12.9067999,77.4733536,126,0
vehicle_breakdown,Unknown,Unknown,Bellandur,bmtc_bus,12.9209377,77.6646998,122,0
vehicle_breakdown,Unknown,Unknown,Peenya,heavy_vehicle,13.0394949,77.5188449,157,0
vehicle_breakdown,Unknown,Unknown,Halasur,lcv,12.9659918,77.6172264,138,0
vip_movement,Unknown,Unknown,Kengeri,Unknown,12.90123929,77.46726094,30,1
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,private_car,13.0034417,77.5840917,130,0
vip_movement,Unknown,Unknown,Kamakshipalya,Unknown,12.98875447,77.47251828,300,1
vehicle_breakdown,Unknown,Unknown,Banaswadi,heavy_vehicle,12.99965,77.67486,5,0
vehicle_breakdown,Unknown,Unknown,Peenya,bmtc_bus,13.04013,77.5187098,71,0
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,heavy_vehicle,12.9701113,77.5128313,178,0
tree_fall,Unknown,Unknown,K.R. Pura,Unknown,13.0079479,77.6923977,2290,0
vehicle_breakdown,Unknown,Unknown,Jayanagara,taxi,12.9169884,77.5864023,66,0
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,lcv,13.0329723,77.5409064,151,0
vehicle_breakdown,Unknown,Unknown,Yelahanka,heavy_vehicle,13.0830306,77.594048,145,0
vehicle_breakdown,Unknown,Unknown,Jnanabharathi,bmtc_bus,12.9624901,77.5048062,128,1
tree_fall,Unknown,Unknown,J.P. Nagar,Unknown,12.9121791,77.5996927,10,0
vehicle_breakdown,Unknown,Unknown,Hennuru,heavy_vehicle,13.0408889,77.6173675,145,0
vehicle_breakdown,Unknown,Unknown,High ground,private_car,12.9813487,77.586468,130,0
vehicle_breakdown,Unknown,Unknown,Peenya,bmtc_bus,13.010537,77.5066748,147,0
vehicle_breakdown,Unknown,Unknown,Peenya,bmtc_bus,13.0422785,77.5147766,123,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,bmtc_bus,12.9611979,77.558602,112,1
vehicle_breakdown,Unknown,Unknown,Jayanagara,others,12.9170026,77.5888015,55,0
vehicle_breakdown,Unknown,Unknown,Halasuru Gate,bmtc_bus,12.967055,77.5883516,141,0
vehicle_breakdown,Unknown,Unknown,High ground,private_car,12.9814448,77.5865738,133,0
vehicle_breakdown,Unknown,Unknown,Sadashivanagar,lcv,13.0189656,77.5838671,146,0
vehicle_breakdown,Unknown,Unknown,Hennuru,lcv,13.0413286,77.6226459,154,0
vehicle_breakdown,Unknown,Unknown,Pulikeshinagar(F.Town),lcv,12.9922698,77.6102106,173,0
vehicle_breakdown,Unknown,Unknown,Magadi Road,others,12.9757319,77.5622752,126,0
vehicle_breakdown,Unknown,Unknown,Chikkabanavara,lcv,13.0406477,77.5176753,158,0
vehicle_breakdown,Unknown,Unknown,Kamakshipalya,bmtc_bus,12.9870361,77.5193546,169,0
vehicle_breakdown,Unknown,Unknown,Peenya,private_car,13.0361893,77.5255195,150,0
vip_movement,Unknown,Unknown,No Police Station,Unknown,13.05688083,77.47401009,300,1
vehicle_breakdown,Unknown,Unknown,Mico Layout,heavy_vehicle,12.8925839,77.5999375,86,0
vip_movement,Unknown,Unknown,No Police Station,Unknown,13.05526533,77.47825398,300,1
vehicle_breakdown,Unknown,Unknown,Yeshwanthpura,bmtc_bus,13.029682,77.5381588,165,0
vehicle_breakdown,Unknown,Unknown,Chamarajpet,lcv,12.9612139,77.5589235,154,0
vip_movement,Unknown,Unknown,Kengeri,Unknown,12.90123143,77.46735197,300,1
vehicle_breakdown,Unknown,Unknown,HAL Old Airport,bmtc_bus,12.9684489,77.7013454,131,0
tree_fall,Unknown,Unknown,Sadashivanagar,Unknown,13.0299433,77.5631657,84,0
vehicle_breakdown,Unknown,Unknown,Hennuru,private_bus,13.0242951,77.6437549,148,0
vehicle_breakdown,Unknown,Unknown,Chikkabanavara,private_car,13.0451595,77.5079599,160,0
